Key,Type,Desc,English,Chinese (Simplified),French,German,Italian,Polish,Russian,Spanish,UI_Tester
KEY_EXPENDABLE_ARCHETYPE_DOOM_QUOTE,Text,,"<i>“The fight changes over time… You get a sense of what people are worth over time as well… Get a sense of who is worth your trust, worth your allegiance, and of who you and your guys you should just quietly frag as soon as you see an opportunity…”</i>",,"<i>« Le combat change avec le temps… Vous avez également une idée de ce que valent les gens au fil du temps… Ayez une idée de qui mérite votre confiance, mérite votre allégeance, et de qui vous et vos gars vous devriez simplement fragmenter tranquillement. dès que vous voyez une opportunité…”</i>",,,,,,
KEY_EXPENDABLE_ARCHETYPE_EXILE_NAME,Text,,Exile (Assault),,Éxilé (Assaut),,,,,,
KEY_EXPENDABLE_ARCHETYPE_EXILE_DESCRIPTION,Text,,"This is an ex-Synedrion wetwork specialist, whose unorthodox theoretical and political convictions led to them voluntarily abandoning their commune-haven. This is more common than people outside of Synedrion often realise - radical freedom must also include the freedom to leave. Exiles often turn to employment as security professionals, work that allows them to remain consistent to their often eccentric understandings of how one ought to live. This one keeps discussion strictly professional, ignoring questions that don’t pertain to the job: expectations, contracts, perks, and day rates.",,"Il s'agit d'un ancien spécialiste des travaux humides du Synédrion, dont les convictions théoriques et politiques peu orthodoxes les ont conduits à abandonner volontairement leur commune-havre. C’est plus courant que ne le pensent souvent les personnes extérieures à Synédrion : la liberté radicale doit également inclure la liberté de partir. Les exilés se tournent souvent vers des emplois de professionnels de la sécurité, un travail qui leur permet de rester cohérents avec leur conception souvent excentrique de la façon dont chacun devrait vivre. Celui-ci maintient la discussion strictement professionnelle, ignorant les questions qui ne concernent pas le travail : attentes, contrats, avantages et tarifs journaliers.",,,,,,
KEY_EXPENDABLE_ARCHETYPE_EXILE_QUOTE,Text,,"<i>“Society is pushed forward by a tiny subset of innovators - this is still true, maybe even more true, in these borderlands and ruins. War is a mindset, not a practice. Every apparently solid surface can be cut through if you can find the right tools.”</i>",,"<i>« La société est poussée en avant par un petit sous-ensemble d’innovateurs – cela est encore vrai, peut-être encore plus vrai, dans ces zones frontalières et en ruines. La guerre est un état d’esprit, pas une pratique. Toute surface apparemment solide peut être découpée si vous trouvez les bons outils. »</i>",,,,,,
DOOM_SLAYER_GROM_NAME,Text,,GROM AC,,GROM AC,,,,,,
DOOM_SLAYER_GROM_DESCRIPTION,Text,,GROM Auto-Cannon,,Canon automatique GROM,,,,,,
SECTARIAN_AXE_NAME,Text,,Varangian Battle Axe,,Hache de bataille varangienne,,,,,,
SECTARIAN_AXE_DESCRIPTION,Text,,Varangian Battle Axe,,Hache de bataille varangienne,,,,,,
SLUG_KEY_MECH_ARMS_NAME,Text,,Parasymbiotic Interface,,Interface parasymbiotique,,,,,,
SLUG_KEY_MECH_ARMS_DESCRIPTION,Text,,A crude machine that feeds on self sacrifice.,,Une machine rudimentaire qui se nourrit de sacrifices personnels.,,,,,,
DOOM_SLAYER_HELMET_NAME,Text,,Obsolete New Jericho Heavy Helmet,,Casque lourd NJ obsolète,,,,,,
DOOM_SLAYER_HELMET_DESCRIPTION,Text,,Warhound Mk1 Helmet,,Casque Warhound Mk1,,,,,,
DOOM_SLAYER_TORSO_NAME,Text,,Obsolete New Jericho Heavy Body Armor,,Armure lourde NJ obsolète,,,,,,
DOOM_SLAYER_TORSO_DESCRIPTION,Text,,Warhound Mk1 Body Armor,,Armure corporelle Warhound Mk1,,,,,,
DOOM_SLAYER_LEGS_NAME,Text,,Obsolete New Jericho Heavy Leg Armor,,Armure de jambe lourde NJ obsolète,,,,,,
DOOM_SLAYER_LEGS_DESCRIPTION,Text,,Warhound Mk1 Leg Armor,,Armure de jambe Warhound Mk1,,,,,,
SECTARIAN_HELMET_NAME,Text,,Schismatic Disciples of Anu Berserker Helmet,,Casque Berserker des Disciples schismatiques d'Anu,,,,,,
SECTARIAN_HELMET_DESCRIPTION,Text,,Enkidu Helmet,,Casque Enkidu,,,,,,
SECTARIAN_TORSO_NAME,Text,,Schismatic Disciples of Anu Berserker Body Armor,,Armure de Berserker des Disciples schismatiques d'Anu,,,,,,
SECTARIAN_TORSO_DESCRIPTION,Text,,Enkidu Body Armour,,Armure Enkidu,,,,,,
SECTARIAN_LEGS_NAME,Text,,Schismatic Disciples of Anu Berserker Leg Armor,,Disciples schismatiques d'Anu Berserker Armure de jambe,,,,,,
SECTARIAN_LEGS_DESCRIPTION,Text,,Enkidu Leg Armour,,Armure de jambe Enkidu,,,,,,
GHOST_HELMET_NAME,Text,,Experimental Synedrion Psy-Ops Helmet,,Casque Psy-Ops expérimental du Synédrion,,,,,,
GHOST_HELMET_DESCRIPTION,Text,,Hostile Environment Headgear,,Casque pour environnement hostile,,,,,,
GHOST_LEGS_NAME,Text,,Experimental Synedrion Psy-Ops Leg Armor,,Armure de jambe Psy-Ops expérimentale du Synédrion,,,,,,
GHOST_LEGS_DESCRIPTION,Text,,Hostile Environment Leg Protection,,Protection des jambes pour environnement hostile,,,,,,
GHOST_TORSO_NAME,Text,,Experimental Synedrion Psy-Ops Body Armor,,Gilet pare-balles Psy-Ops expérimental du Synédrion,,,,,,
GHOST_TORSO_DESCRIPTION,Text,,Hostile Environment Suit,,Combinaison pour environnement hostile,,,,,,
SPYMASTER_HELMET_NAME,Text,,Bandit Infiltrator Helmet,,Casque d'infiltrateur de bandits,,,,,,
SPYMASTER_HELMET_DESCRIPTION,Text,,Outrider Headgear,,Couvre-chef d'Éclaireur,,,,,,
SPYMASTER_TORSO_NAME,Text,,Bandit Infiltrator Body Armor,,Armure corporelle d'infiltrateur de bandit,,,,,,
SPYMASTER_TORSO_DESCRIPTION,Text,,Outrider Body Armor,,Armure corporelle d'Outrider,,,,,,
SPYMASTER_LEGS_NAME,Text,,Bandit Infiltrator Leg Armor,,Armure de jambe d'infiltrateur de bandit,,,,,,
SPYMASTER_LEGS_DESCRIPTION,Text,,Outrider Leg Armor,,Armure de jambe d'Outrider,,,,,,
SLUG_HELMET_NAME,Text,,Bandit Technician Helmet,,Casque de technicien bandit,,,,,,
SLUG_HELMET_DESCRIPTION,Text,,Biomechanical Breathing Apparatus,,Appareil respiratoire biomécanique,,,,,,
SLUG_TORSO_NAME,Text,,Bandit Technician Body Armor,,Gilet pare-balles de technicien bandit,,,,,,
SLUG_TORSO_DESCRIPTION,Text,,Biomechanical Upper Exoskeleton,,Exosquelette supérieur biomécanique,,,,,,
SLUG_LEGS_NAME,Text,,Bandit Technician Leg Armor,,Armure de jambe de technicien bandit,,,,,,
SLUG_LEGS_DESCRIPTION,Text,,Biomechanical Lower Exoskeleton,,Exosquelette inférieur biomécanique,,,,,,
EXILE_HELMET_NAME,Text,,Geryon Headgear,,Couvre-chef Géryon,,,,,,
EXILE_HELMET_DESCRIPTION,Text,,Geryon Headgear,,Couvre-chef Géryon,,,,,,
EXILE_TORSO_NAME,Text,,Geryon Body Armour,,Gilet pare-balles Géryon,,,,,,
EXILE_TORSO_DESCRIPTION,Text,,Geryon Body Armour,,Gilet pare-balles Géryon,,,,,,
EXILE_LEGS_NAME,Text,,Geryon Leg Armour,,Armure de jambe de Géryon,,,,,,
EXILE_LEGS_DESCRIPTION,Text,,Geryon Leg Armour,,Armure de jambe de Géryon,,,,,,
KEY_BASE_FACILITY_ACCESS_LIFT_DESCRIPTION,Text,,An escape route if things go badly.,,Une issue de secours si les choses tournent mal.,,,,,,

KEY_NEU_ASSAULT_BODY_DESCRIPTION,Text,,Wasteland Body Armor,,Armure des Wastelands,,,,,,
KEY_NEU_ASSAULT_BODY_NAME2,Text,,Jacket,,Veste,,,,,,
KEY_NEU_ASSAULT_LEGS_DESCRIPTION,Text,,Wasteland Leg Armor,,Jambières renforcées des Wastelands,,,,,,
KEY_NEU_ASSAULT_LEGS_NAME2,Text,,Jeans,,Jeans,,,,,,
KEY_WASTELAND_BODY_ARMOR_DESCRIPTION,Text,,Wasteland Body Armor,,Armure des Wastelands,,,,,,
KEY_TSHIRT_NAME2,Text,,Padded T-shirt,,T-Shirt rembourré,,,,,,
KEY_WASTELAND_HEADGEAR_DESCRIPTION,Text,,Wasteland Headgear,,Casque des Wastelands,,,,,,
KEY_WASTELAND_LEGS_DESCRIPTION,Text,,Wasteland Leg Armor,,Jambières renforcées des Wastelands,,,,,,
KEY_WASTELAND_LEGS_NAME2,Text,,Jeans,,,,,,,,
KEY_COAT_NAME2,Text,,Coat,,Manteau,,,,,,
KEY_TACTICAL_BANDANA_NAME2,Text,,Tactical Bandana,,Bandana Tactique,,,,,,
KEY_WASTELAND_SCUM_NAME,Text,,SCAVENGER TRAINING,,FORMATION DE RECUPERATION,,,,,,
KEY_BASE_FACILITY_SECURITY_DESCRIPTION,Text,,Provides 3 security personnel during attacks on this base.,,"Fournit 3 personnels de sécurité lors des attaques sur cette base.",,,,,,
KEY_BASE_FACILITY_SECURITY_NAME,Text,,SECURITY STATION,,"POSTE DE SÉCURITÉ",,,,,,
KEY_CHIRON_DIGGER_NAME,Text,,Chiron Digger,,"Chiron Creuseur",,,,,,
KEY_MUTOG_POISON_AGILE_BASHER_DESCRIPTION,Text,,Venomous agile basher mutog,,Mutog cogneur agile venimeux,,,,,,
KEY_MUTOG_POISON_AGILE_BLADED_DESCRIPTION,Text,,Venomous agile slasher mutog,,Mutog fendeur agile venimeux,,,,,,
KEY_MUTOG_POISON_REGEN_BASHER_DESCRIPTION,Text,,Venomous regenerating basher mutog,,,Mutog cogneur regénérant venimeux,,,,,
KEY_MUTOG_POISON_REGEN_BLADED_DESCRIPTION,Text,,Venomous regenerating slasher mutog,,Mutog fendeur regénérant venimeux,,,,,,
