Key,Type,Desc,English,Chinese (Simplified),French,German,Italian,Polish,Russian,Spanish,UI_Tester
HUMAN_ENEMIES_KEY_METALHEART,Text,,Metalheart,,Coeur de métal,,,,,,
HUMAN_ENEMIES_KEY_CLEANSED,Text,,Cleansed,,Nettoyeur,,,,,,
HUMAN_ENEMIES_KEY_MEATHEAD,Text,,Meathead,,Tête de viande,,,,,,
HUMAN_ENEMIES_KEY_SCOURGE,Text,,Scourge,,Fléau,,,,,,
HUMAN_ENEMIES_KEY_EVOLVED,Text,,Evolved,,Évolué,,,,,,
HUMAN_ENEMIES_KEY_REBORN,Text,,Reborn,,Réincarné,,,,,,
HUMAN_ENEMIES_KEY_FLEDGLING,Text,,Fledgling,,Rejeton,,,,,,
HUMAN_ENEMIES_KEY_TIER_1,Text,,Creates special effect on allies and/or enemies (Tactic). Allies lose 4 WP if character dies.,,Crée un effet spécial sur les alliés et/ou les ennemis (Tactique). Les alliés perdent 4 Volonté si le personnage meurt.,,,,,,
HUMAN_ENEMIES_KEY_TIER_2,Text,,Allies who can see the character gain +1 WP per turn and lose 3WP if character dies.,,Les alliés qui peuvent voir le personnage gagnent +1 Volonté par tour et perdent 3 Volonté si le personnage meurt.,,,,,,
HUMAN_ENEMIES_KEY_TIER_3,Text,,Allies lose 2 WP if character dies.,,Les alliés perdent 2 Volonté si le personnage meurt.,,,,,,
HUMAN_ENEMIES_KEY_TIER_4,Text,,Allies do not lose WP if character dies. Nobody expects them to live long anyway.,,"Les alliés ne perdent pas de Volonté si leur personnage meurt. De toute façon, personne ne s’attend à ce qu’ils vivent longtemps.",,,,,,
KEY_MINDFRAGGER_ACID_EXPLOSION,Text,,ACID EXPLOSION,,EXPLOSION D'ACIDE,,,,,,
KEY_MINDFRAGGER_ACID_EXPLOSION_DESCRIPTION,Text,,"Upon death, the mindfragger bursts in an acid explosion damaging nearby targets",,"À sa mort, le corrupteur explose en projettant de l'acide, endommageant les cibles proches.",,,,,,
HUMAN_ENEMIES_KEY_AMBUSH,Text,,Ambush (Tactics),,Embuscade (Tactique),,,,,,
HUMAN_ENEMIES_KEY_AMBUSH_DESCRIPTION,Text,,Damage +10%. Received ability because Leader was alive and there were no enemies in sight within 10 tiles at the start of the turn.,,Dégâts +10%. Capacité reçue parce que le leader était vivant et qu'il n'y avait aucun ennemi en vue dans un rayon de 10 cases au début du tour.,,,,,,
KEY_DELIRIUM_CAP_MAX,Text,,equal to character's Willpower,,égal à la Volonté du personnage,,,,,,
KEY_DELIRIUM_CAP_MED,Text,,equal to a third of character's Willpower,,égal à un tiers de la Volonté du personnage,,,,,,
KEY_DELIRIUM_CAP_LOW,Text,,equal to half character's Willpower,,égal à la moitié de la Volonté du personnage,,,,,,
KEY_HUMAN_ENEMIES_FACING,Text,,You are facing,,Vous faites face à ,,,,,,
KEY_HUMAN_ENEMIES_GANG_CALLED,Text,,", called the",,", appelé : ",,,,,,
KEY_HUMAN_ENEMIES_LEADER_IS,Text,,. Their leader is,,. Leur chef est connu sous le nom : ,,,,,,
KEY_HUMAN_ENEMIES_USING_TACTIC,Text,,", using the tactic",,", en utilisant la tactique : ",,,,,,
KEY_HUMAN_ENEMIES_SUBJECT24_ARRAY_DESCRIPTION,Text,,"You are finally facing Subject 24, protected by an array of the Pure, using the tactic ",,"Vous êtes enfin face au Sujet 24, protégé par un bataillon des Purs, utilisant la tactique : ",,,,,,
KEY_REVENANT_ABILITY_DESCRIPION0,Text,,"This is your fallen comrade,",,"C'est votre camarade déchu,",,,,,,
KEY_REVENANT_ABILITY_DESCRIPION1,Text,,", returned as Pandoran monstrosity.",,", revenu sous la forme d'une monstruosité Pandorienne.",,,,,,
KEY_REVENANT_MIMIC,Text,,Mimic,,Imitateur,,,,,,
KEY_REVENANT_DYBBUK,Text,,Dybbuk,,Dybbouk,,,,,,
KEY_REVENANT_NEMESIS,Text,,Nemesis,,Némésis,,,,,,
KEY_REVENANT_DESCRIPTION_ASSAULT,Text,,Increased damage potential and speed.,,Augmentation du potentiel de dégâts et de la vitesse.,,,,,,
KEY_REVENANT_DESCRIPTION_SERKER,Text,,"Fearless, fast, unstoppable...",,"Intrépide, rapide, imparable...",,,,,,
KEY_REVENANT_DESCRIPTION_HEAVY,Text,,Bullet sponge.,,Éponge à balles.,,,,,,
KEY_REVENANT_DESCRIPTION_INFILTRATOR,Text,,Scary quiet.,,D'un calme effrayant.,,,,,,
KEY_REVENANT_DESCRIPTION_PRIEST,Text,,Power overflowing.,,Pouvoir débordant.,,,,,,
KEY_REVENANT_DESCRIPTION_SNIPER,Text,,All seeing.,,Qui voit tout.,,,,,,
KEY_REVENANT_DESCRIPTION_TECH,Text,,Surge!,,En Surtension!,,,,,,
KEY_REVENANT_HIGH_DAMAGE,Text,,high damage attacks,,attaques à gros dégâts,,,,,,
KEY_REVENANT_RESISTANCE0,Text,,REVENANT RESISTANCE,,RESISTANCE DU REVENANT,,,,,,
KEY_REVENANT_RESISTANCE1,Text,,resistance gained to,,résistance acquise des ,,,,,,
KEY_REVENANT_RESISTANCE2,Text,,from knowledge of Phoenix ways,,provenant de sa connaissance des méthodes Phoenix,,,,,,
KEY_REVENANT_RESISTANCE3,Text,,"<b>Damage from first hit in a turn is reduced by 75%</b>, an evolutionary response to Phoenix Project overwhelming use of weapons with high damage per projectile/strike.",,"<b>Les dégâts du premier coup dans un tour sont réduits de 75 %</b>, une réponse évolutive à l'utilisation écrasante d'armes du projet Phoenix avec des dégâts élevés par projectile/frappe.",,,,,,
KEY_RETURNFIRE_DESCRIPTION,Text,,"Shoot back at an enemy when it attacks, provided you are using a direct-fire projectile weapon with proficiency, and the enemy is within half perception range.",,"Tirez sur un ennemi lorsqu'il attaque, à condition que vous utilisiez une arme à projectile à tir direct avec compétence et que l'ennemi se trouve à mi-portée de perception.",,,,,,
KEY_GOO_IMMUNITY_DESCRIPTION,Text,,Goo does not give you Slowed status and you can traverse goo covered tiles at no additional movement cost.,,La gelée ne vous donne pas le statut Ralenti et vous pouvez traverser les cases recouvertes de substance gluante sans frais de déplacement supplémentaires.,,,,,,
KEY_IGNORE_PAIN_DESCRIPTION,Text,,Disabled body parts remain functional and cannot Panic.,,Les parties du corps handicapées restent fonctionnelles et ne peuvent pas paniquer.,,,,,,
KEY_NJ_HEAVY_ROCKET_LAUNCHER_NAME,Text,,Archangel AP-RL,,Archange AP-RL,,,,,,
KEY_NJ_HEAVY_ROCKET_LAUNCHER_DESCRIPTION,Text,,NJ Armour Piercing Rocket Launcher,,Lance-roquettes perforant NJ,,,,,,
BC_KEY_ITEM_STAT_BODYPART_DAMAGE,Text,,DAMAGE TO BODY PART,,DOMMAGES À UNE PARTIE DU CORPS,,,,,,
KEY_PSYCHIC_IMMUNITY_DESCRIPTION,Text,,Immune to Psychic Scream,,Immunisé contre le cri psychique,,,,,,
KEY_ELECTRIC_STRIKE_DESCRIPTION,Text,,Inflict Shock and EMP damage on target once per turn,,Inflige des dégâts de Choc et d'EMP à la cible une fois par tour,,,,,,
KEY_MUTATION_ELECTROKICK_DESCRIPTION,Text,,"Perform a melee kick, and daze target if sonic value is greater than target's Will Points",,Effectue un coup de pied au corps à corps et étourdit la cible si la valeur sonique est supérieure aux points de volonté de la cible.,,,,,,
KEY_SURPRISE_ATTACK_DESCRIPTION,Text,,Attacks from behind gain shock value equal to 5 times the damage dealt,,Les attaques par derrière gagnent une valeur de choc égale à 5 fois les dégâts infligés.,,,,,,
KEY_JET_JUMP_DESCRIPTION,Text,,Jet jump to a location within 20 tiles. Limited to one use per turn,,Se propulse vers un emplacement situé dans un rayon de 20 cases. Limité à une utilisation par tour,,,,,,
KEY_SHINOBI_LEAP_DESCRIPTION,Text,,Leap to target location. Limited to 2 uses per turn,,Saute vers l’emplacement cible. Limité à 2 utilisations par tour,,,,,,
KEY_CONVINCE_ABILITY,Text,,Convince civilian to join,,Convaint les civils de se joindre,,,,,,
KEY_CONVINCE_ABILITY_DESCRIPTION,Text,,Come with me if you want to live.,,Viens avec moi si tu veux vivre.,,,,,,
KEY_CANCEL_CONVINCE_ABILITY,Text,,Give up.,,Abandonner.,,,,,,
KEY_CANCEL_CONVINCE_ABILITY_DESCRIPTION,Text,,You don't have time for this!,,Vous n'avez pas le temps pour ça !,,,,,,
KEY_CONVINCE_STATUS,Text,,Talking.,,Parlemente.,,,,,,
KEY_CONVINCE_STATUS_DESCRIPTION,Text,,In the middle of a conversation here!,,En pleine conversation ici !,,,,,,
KEY_ABILITY_NOAUGMENTATONS,Text,,Mercenaries refuse to be augmented or mutated; not in their job description.,,Les mercenaires refusent d'être augmentés ou mutés ; c'est pas dans leur description de poste.,,,,,,
KEY_ABILITY_NOAUGMENTATONS_SLUG,Text,,Slug ,,Limace,,,,,,
KEY_ABILITY_NOAUGMENTATONS_NAME,Text,,NO AUGMENTATIONS,,PAS D'AUGMENTATIONS,,,,,,
KEY_ABILITY_REVENANT,Text,,REVENANT,,REVENANT,,,,,,
KEY_ABILITY_REVENANT_DESCRIPTION,Text,,Used to be one of us.,,C'était l'un des nôtres.,,,,,,
SLUG_KEY_TECHNICIAN_FIELD_MEDIC_DESCRIPTION,Text,,Restore 10 Hit Points and 10 Armor to all body parts of the selected target. Disabled body parts are restored. <b>COSTS 15% OF MAX STRENGTH/HP</b>,,Restaure 10 points de vie et 10 armures à toutes les parties du corps de la cible sélectionnée. Les parties du corps désactivées sont restaurées. <b>COUTE 15 % DE LA FORCE MAXIMALE/HP</b>,,,,,,
SLUG_KEY_TECHNICIAN_REPAIR_DESCRIPTION,Text,,Restore {GeneralHealAmount} Hit Points to mechanical devices. <b>COSTS 15% OF MAX STRENGTH/HP</b>,,Restaure {GeneralHealAmount} points de vie sur les appareils mécaniques. <b>COUTE 15 % DE LA FORCE MAXIMALE/HP</b>,,,,,,
SLUG_KEY_TECHNICIAN_RESTORE_DESCRIPTION,Text,,Restore {GeneralHealAmount} to the general Hit Points and remove 50% paralysis of an allied unit. <b>COSTS 15% OF MAX STRENGTH/HP</b>,,Restaure {GeneralHealAmount} aux points de vie généraux et supprime 50 % de la paralysie d'une unité alliée. <b>COUTE 15 % DE LA FORCE MAXIMALE/HP</b>,,,,,,
SLUG_KEY_ELECTRIC_STRIKE_DESCRIPTION,Text,,Target is paralyzed if shock value is greater than target's current Hit Points. <b>COSTS 15% OF MAX STRENGTH/HP</b>,,La cible est tasée si la valeur du choc est supérieure aux points de vie actuels de la cible. <b>COUTE 15 % DE LA FORCE MAXIMALE/HP</b>,,,,,,
SLUG_KEY_REMOVE_LARVA_DESCRIPTION,Text,,Remove Mindfragger from ally. <b>COSTS 15% OF MAX STRENGTH/HP</b>,,Supprime le Corrupteur sur un allié. <b>COUTE 15 % DE LA FORCE MAXIMALE/HP</b>,,,,,,
KEY_GOOED_STATUS_DESCRIPTION,Text,,"Moving through a tile covered in Goo costs more movement points and starting the turn it applies Slow status on the character, unless they are Immune to Goo.",,"Se déplacer à travers une tuile recouverte de Gelée coûte plus de points de mouvement et, au début du tour, il applique le statut Lent au personnage, à moins qu'il ne soit immunisé contre la Gelée.",,,,,,
KEY_ACTIVE_CAMO_DISPLAY_NAME,Text,,Active Camo,,Camouflage Actif,,,,,,
KEY_ACTIVE_CAMO_DESCRIPTION,Text,,Character was hidden from view because within 16 tiles of Leader with Activo Camo Tactic.,,Le personnage est caché car il se trouve à moins de 16 case du chef ayant la tactique Camouflage Actif.,,,,,,
KEY_REGENERATION_TORSO_DESCRIPTION,Text,,"Restore 10 Hit Points to arms, torso and General Hit Points each turn",,"Restaure 10 points de vie aux bras, au torse et aux points de vie généraux à chaque tour.",,,,,,
KEY_BIONIC_SILENTECHO_ABILITY_DESCRIPTION,Text,,Make a silent attack with the selected weapon. Limited to one use per turn.,,"Effectue une attaque silencieuse avec l'arme sélectionnée. Limité à une utilisation par tour.",,,,,,
KEY_BIONIC_SILENTECHO_ABILITY_NAME,Text,,SILENT ECHO,,"ÉCHO SILENCIEUX",,,,,,
